	Unnamed: 0	tweets	class
8621	8621	Free Ballout lil bitch	1
8622	8622	Free bird.	0
8623	8623	Free birds. Lol	0
8624	8624	Free bitch . We stay used yo hol yo each other cdfu	1
8625	8625	Free lee bitch 1 4L	1
8626	8626	Free lil cj bitch the wait is over ! #december8th	1
8627	8627	Free love  sexual liberation SEEMED to be the dawn of lots of consequence free pussy for them 60s negroes. WHY WE ALWAYS FORGETTING HISTORY	1
8628	8628	Free my brother turt and gn bitches	1
8629	8629	Free my niggah C4	1
8630	8630	Free that hoe	1
8631	8631	Free that hoe 1x	1
8632	8632	Free wop	0
8633	8633	Freezing my nips off out here...	0
8634	8634	"French word for potato translates as ""earth apple."" Banana is ""long yellow tree apple."" Submarines are ""big wet hollow kaboom apple."""	0
8635	8635	Fresh out the gym but yet I'm bout to eat free birds.	0
8636	8636	Fresh polo on you bitches	1
8637	8637	Freshman year I remember like it was yesterday. I was lowkey plotting on the baddest bitch. But some clown ass nigguh swooped dat up lol	1
8638	8638	Friday is gunna be my bitch	1
8639	8639	Friend or foe nicca .. State ya biz	0
8640	8640	Friend zone ass nigguh	1
8641	8641	don't advertise your location. Jihadis are tracking u  consider u a high-prize target #ISIS	0
8642	8642	Friends become foes girlfriends become hoes.	1
8643	8643	Friends don't let friends become guidos. #themoreyouknow	0
8644	8644	Rutba, Anbar Province, #Iraq	0
8645	8645	From now on, I will call all radical MUSLIMS niggers!It is very fitting, and it is racist! I AM RACIST AGAINST ANYONE WHO HATES AMERICA!	1
8646	8646	From that point should saw how I treated that bitch fucked her now lose my number I ain't answering shit	1
8647	8647	"""the sellout crowd braved 61-degree temperatures."" LOL What??? That's not weather you struggle through."	0
8648	8648	s My Favorite #Bond_age_ essay on THUNDERBALL, The Story of a Shy Kid and 007	0
8649	8649	Fronting bitches get that I just got off the island dick. Then I never hit them up again because I'm a fronting ass nigga	1
8650	8650	Frozen peas and ibuprofen. My new best friends # cripple	0
8651	8651	Fruit 2 O? Who tf does WOHS think they are Trynna serv a nigguh dat lame shit	1
8652	8652	Frustration can be a bitch !	0
8653	8653	All these hoes look good on IG	1
8654	8654	Fucc nicca	1
8655	8655	Fucc niccas dnt want no smoke	1
8656	8656	Fucc u primo aint nobody ask u 2 fav dink lies	1
8657	8657	Fuccn yo bitch and its wet like a pool	1
8658	8658	"Fuccn yo bitch last night she say ""you the nigga!!'"	1
8659	8659	Fuck I'm such a bitch.	1
8660	8660	: Why does Lexii keep favoriting my coon tweets ? MLK didnt die for this	1
8661	8661	Fuck Staten Island, place is for pussies	1
8662	8662	Fuck Ur god until dat faggot strikes me down	1
8663	8663	Fuck Ya feelings ain't no sorries bitch	1
8664	8664	Fuck a bitch flip a brick	1
8665	8665	Fuck a hot head pussy I gt a cold heart	1
8666	8666	Fuck a lame nigga than you a lame bitch	1
8667	8667	Fuck a nigga feelings, fuck a nigga bitch.	1
8668	8668	Fuck a opp thot we'll shoot a bitch	1
8669	8669	Fuck all that Some bitches so disrespectful they don't care. They will talk , fuck , ya boyfriend and still speak to the girlfriend.	1
8670	8670	Fuck all that huggin and kisses, I fuck all they bitches	1
8671	8671	Fuck all that talking bitch y u got my name in to mouth	1
8672	8672	Fuck all these dirty hoes these bitches basic	1
8673	8673	Fuck all u stupid hoes #idgafmode	1
8674	8674	Fuck all y'all hoes  gang shit	1
8675	8675	Fuck all you hoes who keep giving my number to these colleges lmao	1
8676	8676	Fuck around  take them hoes back	1
8677	8677	Fuck around and get your honeybun took in that bitch with all that crying nigga!!	1
8678	8678	Fuck around and waste my time and I'll fuck that bitch you hate and that one friend you love	1
8679	8679	Fuck around wit me n my niggas n we'll turn dis bitch inside out	1
8680	8680	Fuck ass redskin corners	1
8681	8681	Fuck bad bitches	1
8682	8682	Fuck bitches get money	1
8683	8683	Fuck bitches get money ayyyyeeeee	1
8684	8684	Fuck bitches get money mission complete!	1
8685	8685	Fuck boi fag	1
8686	8686	Fuck class gon be a bitch tomorrow	1
8687	8687	Fuck da Cavs	1
8688	8688	Fuck dat bitch	1
8689	8689	Fuck drama class. This bitch boring as hell	1
8690	8690	Fuck fight music bitch this is losing ya life music	1
8691	8691	Fuck her pussy  fuck her mouth  fuck her ass  cause she nasty	1
8692	8692	Fuck her pussy  Fuck her mouth  Fuck her ass   cause she nasty	1
8693	8693	Fuck her pussy fuck her mouth fuck her ass cause she nasty	1
8694	8694	Fuck her right in the pussy.	1
8695	8695	Fuck is Yall sayin bitch ma h456d love me	1
8696	8696	Fuck is yaw sayin bitch my hood love me	1
8697	8697	Fuck it, its 4 am why am I tweeting as if anyone is going to answer me, y'all niggers don't reply at 4 pm. Niggerfag Niggerfag Niggerfag	1
8698	8698	Fuck ms. Patrick that bitch can't teach for shit	1
8699	8699	Fuck my Ex bitch	1
8700	8700	Fuck niggah add it up..&gt&gt&gt	1
8701	8701	Fuck nigguh Trynna talk it out. Wtf we Finna talk about?	1
8702	8702	Fuck off bitch	1
8703	8703	Fuck rebuild the tranny, I'm driving it like its been for the last 4 years till it finally goes out	1
8704	8704	Fuck that Dancehall shit, thru that #TWERKTAPE on bitch	1
8705	8705	Fuck that I got a curfew I break that bitch tho idgaf , she could fuss and curse at me when I get home lmfao	1
8706	8706	Fuck that bitch	1
8707	8707	Fuck that hoe!	1
8708	8708	Fuck that hoe.	1
8709	8709	Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame	1
8710	8710	Fuck that new bitch , that you think you found.	1
8711	8711	Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!	1
8712	8712	Fuck that niggah he so weak he cant tell that you a freak	1
8713	8713	Fuck that niggah he so weak, he cant tell that you a freak	1
8714	8714	Fuck that shit I'm out this bitch	1
8715	8715	Fuck that stupid bitch..	1
8716	8716	Fuck the church you attend , fuck your god, fuck the nigguh you call the savior . It's a fucking new world order baby	1
8717	8717	Fuck the club. Especially Dallas clubs. Nothing but stank pussy and thirsty niggas.	1
8718	8718	Fuck the courts!!! How is a $35 fine add up to $445 MF dollars bitch??	1
8719	8719	Fuck the cowboys the giants the redskins #EaglesNation #BleedGreen	1
8720	8720	Fuck the rockets and everything they get with d Howard bitch ass. Signed bitter laker fan. Lol	1
8721	8721	Fuck them bitches	1
8722	8722	Fuck them hoes you got that award already.	1
8723	8723	Fuck them kids bitch	1
8724	8724	Stop women bashing   Them women don't exist in this generation.	1
8725	8725	Fuck these hoes im gone	1
8726	8726	Fuck this I need a fat bitch, these skinny bitches ain't hungry for da mula hahaha	1
8727	8727	Fuck this bitch idc #TGIF	1
8728	8728	Fuck this fuckin bitch and her stupid analysis bullshit	1
8729	8729	Fuck this hoe ass professor she looks like an extra from Halloween town.	1
8730	8730	Fuck this mexican bitch she talks too much, she thinks she's an ivy league scholar.	1
8731	8731	Fuck u 2 bitch call the cops	1
8732	8732	Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people	1
8733	8733	Fuck what a bitch saying the hood love me	1
8734	8734	Fuck what rappers say bitch I am LA	1
8735	8735	Fuck what you think. I think them bitches produced the FUCK outta some shit. Telling you I STILL rock out to the vast majority of No Skits	1
8736	8736	Fuck wit us and we tweakin hoe	1
8737	8737	Fuck with us you know we tweakin hoe	1
8738	8738	Fuck wnba , fuck dykes on my set #GotNoSet	1
8739	8739	Fuck ya main hoe now she claimin mob hav her brake ya heart wen I rob ya inda daark	1
8740	8740	Fuck you and the bitches you talking to	1
8741	8741	Fuck you bitch I have to fucking piss I take 30 seconds you take 5 fucking minutes	1
8742	8742	Fuck you bitches who send dudes to child support court just because you're petty	1
8743	8743	Fuck you bruh Ima look at your young bitch..	1
8744	8744	"Grow up   I'm gonna be an old ass man STILL playing video games"""	1
8745	8745	Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch	1
8746	8746	Fuck you ghetto ass coons	1
8747	8747	Fuck you niggah I'm cold  my aunts said no more throwing people in so I'm going to take a shower	1
8748	8748	Fuck you then bitch shove that work up your A-S-S	1
8749	8749	Fuck you, #BobCostas! That football SCUM woulda stabbed his gf to death and slit his wrists instead of shooting. Yer a fool.	1
8750	8750	Fuck you, hoe ass nigga  The white-fronted parrot is the only other species besides humans that French kiss as a prelude to sex.	1
8751	8751	"Fuck your dreads fire it up hoe rt while we watch ""This Is The End"""	1
8752	8752	Fucked the shit out yo bitch earlier she said she couldn't stand straight	1
8753	8753	Fucked up when a freak hoe tell you ya posed to be homeboy was pillow talking too .. #FukNiccas	1
8754	8754	Fucked your bitch, just met her	1
8755	8755	Fucken pussy	1
8756	8756	Fuckin pussies passed out.	1
8757	8757	"Fuckin' #faggots, man. #science knows these FUCKS can't procreate without the help of ""breeders"" but we treat them #fancy? #sin"	1
8758	8758	Fuckin' moron, snortin' oxycontin, wearin' cotton, oxymoron, like buff faggots playin' sissy dikes	1
8759	8759	Fucking bitches never hit a nigga back up	1
8760	8760	Fucking cunts.	1
8761	8761	Fucking douche bro. You're a fag	1
8762	8762	Fucking faggots  aren't from or live in DC, Maryland or VA	1
8763	8763	Fucking flake ass bitches	1
8764	8764	Fucking gook	1
8765	8765	Fucking hate ghetto girls I swear bruh	1
8766	8766	Fucking hate ghetto girls bruh	1
8767	8767	Fucking hate my coon ahh uncle	1
8768	8768	Fucking lying cunts man, gotta love them	1
8769	8769	Fucking pussy bruh lol	1
8770	8770	Fucking redneck queers and their game invites	1
8771	8771	Fucking thirsty bitches	1
8772	8772	Fucking trash	1
8773	8773	Xavi checking the grass HAHA	1
8774	8774	Fucking with these hoes nigga don't be no dumby	1
8775	8775	Fuckkkkk!!! My nig a g tho, he gonna come back	1
8776	8776	Fuk dat bitch lol  voice	1
8777	8777	Fuk wit a real nicca	1
8778	8778	Fukn wit my nicca Luey boi .. Smoking gas .. Jus kickn shit .. #WhereYallAtWitIt	1
8779	8779	Funnie watching my nig interview on ESPN	1
8780	8780	"Funniest yt comment I ever received was ""Niggers gonna nig *shrugs*"" .. lmao racist muthafucka caught me off guard"	1
8781	8781	Funny 2 see gay men with #grindr profiles bitch on tv about privacy rights.	1
8782	8782	Funny thing is....it's not just the people doing it. It's the people who seeing these pics and judging the birds. Just as wrong.	0
8783	8783	Fuuuuuck you you stupid fucking cunt	1
8784	8784	Fuuuuuuuuck that bitch. #Snowpiercer	1
8785	8785	G's up, hoes down, while you motherfuckers bounce to this.	1
8786	8786	GA Charlie	0
8787	8787	GA Charlie	0
8788	8788	In AutoZone trying to buy the correct wiper blades for my car	1
8789	8789	GM....don't be the bird that didn't get the worm today #GoStampsGo84	0
8790	8790	GOAT   Nitty had bitches rubbin his beard and stomach at the same time in Jollies.. LEGENDARY	1
8791	8791	GOOD Music &gt&gt&gt&gt&gt Young Money fags	1
8792	8792	GStar suspenders got a bad bitch bitch	1
8793	8793	GTA online today bitch ass niggas	1
8794	8794	GTFOH u bitch ass ref	1
8795	8795	maaan :( most of my friends are hoes this can't be true	1
8796	8796	Gab and Bri both fell asleep on me. #hoes	1
8797	8797	Gabby is back bitches step aside	1
8798	8798	Gabby is hella ghetto	1
8799	8799	Gabby is such a hoe	1
8800	8800	Gabby's a bitch and has three accounts	1
8801	8801	Gabby's a bitch and has two accounts	1
8802	8802	Gaga is that bitch who probably gives A+++ lapdances.	1
8803	8803	GahDamn I got bitches, damn I got bitches, damn I got bitches, wifey, girlfriend, and mistress!!	1
8804	8804	Houston #Astros at New York #Yankees	0
8805	8805	Houston #Astros at New York #Yankees	0
8806	8806	Gang gang bitch	1
8807	8807	Gansitos are ATG beaner candy	1
8808	8808	I wonder what would have become of  if he'd written 'Gary's Girl'.	0
8809	8809	Gas is always cheaper in the ghetto	0
8810	8810	12. What did the last pussy you had taste like?	1
8811	8811	Gator's bitches best be usin Jimmy's !	1
8812	8812	Gator's bitches better be using jimmies	1
8813	8813	Gave a homeless guy a couple bucks today and didn't even say thank you, just walked away Ha okay!! Ungreatful son of a bitch.	1
8814	8814	Gave dat bitch da Spirit of the Dragon	1
8815	8815	Gave that bitch an E pill ... Bitches love fucking wit they EX	1
8816	8816	Gay ass hillbilly intro song	1
8817	8817	Gay ass nigga  bitch you thought you thought	1
8818	8818	Geeked out my mine I think this bitch done stole a 50	1
8819	8819	Geno Smith &gt Alex bitch Smith's trash overpaid ass	1
8820	8820	Proud to say my Uncle Kelly was at this speech in 63.	0
8821	8821	George michael such a fag	1
8822	8822	Good luck pussy  : Interview aka MONEY TIME!	1
8823	8823	Get a bitch, break a bitch	1
8824	8824	Get cunts to threaten me, not bothered. I'd happily hit up a big massive group ae third years or something hahaha. #dropkickkk	1
8825	8825	#Sierra #skiers,  offers a fun break from the slopes. Sweet #deal: #TravelNevada	0
8826	8826	Get my name tatted, right by ya pussy	1
8827	8827	Get on your mutha fucking shit hoe.	1
8828	8828	Get on your shit hoe.	1
8829	8829	Get some Hagen-Dazs ice cream bars, a whole lot, make sure chocolate, gotta have chocolate, man. Some popcorn, red popcorn, graham crackers	0
8830	8830	Get tf off joseline pussy!!!! Like damn	1
8831	8831	Get the fuck over yourself fag. You're an undercover hooker and actually use weave cause you're balding. You are NOT cute.	1
8832	8832	Get these hoe ass fuckboys off the stage. #VMAs	1
8833	8833	Get this bitch off my TV bruh	1
8834	8834	Get this monkey off my back...	0
8835	8835	Get two birds stoned at one time.	0
8836	8836	Get yo bitch jumped by 6 nigguhs	1
8837	8837	Get your nasty ass out of my snapchat bitch	1
8838	8838	Get your own picture bitch.	1
8839	8839	Get your slow ass out my way #bitch	1
8840	8840	Get your weak ass juco highlights off twitter hoe	1
8841	8841	Gettin bitches was never hard I just settled down cause that start got corny an my girl thurl	1
8842	8842	Gettin drop top dat hoe	1
8843	8843	Getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable	1
8844	8844	Getting niggaz to discuss more than sports hoes and rap music is impressive but SO HARD TO DO!	1
8845	8845	Getting off twitter jigg trynna stress me out more I don't need this type of heat	0
8846	8846	"Ghetto ass bitches came in my job talm bout sum ""o yes u daddy down"""	1
8847	8847	Ghetto bird can't fly away from my hood	0
8848	8848	Giants secondary lookin like trash	0
8849	8849	Giants vs. stinky birds Sunday ...think Ima make some wings	0
8850	8850	Giants you bitch	1
8851	8851	Gillette is for pussies	1
8852	8852	Gimme another beer bitch!	1
8853	8853	Gimme my grade bitch you know wat I'm trying to spell	1
8854	8854	Girl don't hide that pussy, you should be the type to provide that pussy	1
8855	8855	"Girl like 19 pics of mine on Instagram this morning while I was working, when I saw that I thought ""this bitch need a life"""	1
8856	8856	Girl you eating more pussy then me girl you should have been a nigga	1
8857	8857	Girls are so fucking grimy today, keep your vagina in your pants you dirty hoe	1
8858	8858	"Girls be like ""1/13/13 I love you babe &lt3"" bitch isn't that today?"	1
8859	8859	"Girls be like ""10/23/12 I love you babe &lt3"" hoe isn't that today?"	1
8860	8860	Girls be looking for reasons to do hoe shit	1
8861	8861	"Girls be tripping with that ""you got hoes"" shit, I do know other girls that are my friends!"	1
8862	8862	Girls that wear colored jeans	0
8863	8863	Girls the days be confused hoes ain't nobody got time fo that !	1
8864	8864	"Girls wanna meet a man with plans and ambition and a boy on a ""pussy hit "" mission.."	1
8865	8865	Girls watch out for hoes who always have something to say bout your man bc they will be the main one tryin to fuck him behind your back	1
8866	8866	Give a bitch 2 or 3 pumps  that's it.	1
8867	8867	Give a hipster bitch a yellow stick now she suckin dick in the hood and shit -Othot	1
8868	8868	Give me 3 wishes, I wish, I wish, I wish you would bitch.	1
8869	8869	Give me head an kiss yah nigga u a ill bitch	1
8870	8870	Give me head and kiss to nigga you a eww bitch	1
8871	8871	Give that hoe an Oscar she stay acting crazyy!!	1
8872	8872	Give these hoes 20,000 followers you got a whole new bitch	1
8873	8873	Glad I ain't got no bird legs	0
8874	8874	Glad I bossed up on my old hoes	1
8875	8875	Go UTES! You got Playboy bitches, disrespectful players, and a bunch of spoiled hipsters at your school, so I'm cheering for you. #not	1
8876	8876	Go cry about it joey.Just like the little bitch you are	1
8877	8877	The nicks are playing ?	1
8878	8878	God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves	1
8879	8879	God bless the dumb and retarded	1
8880	8880	God bless the dumb niggas who trust these hoes	1
8881	8881	God dam man that freestyle is so retarded that its fumny af omg	1
8882	8882	God damn birds	1
8883	8883	God damn flappy birds weak ass	1
8884	8884	God damn zebras every Virginia possession the whistle blows geeze.	0
8885	8885	birds, bees and grass. Sex=Natural	0
8886	8886	God my tweets are so ghetto	1
8887	8887	God people can be so mean. This Asian guy held the door for these girls and they said they were surprised he could see it with his slant eye	0
8888	8888	God you're a faggot if you dont think superman is the best superhero	1
8889	8889	Goes ape shit on my ass like nigggga tf you doin i hust saved yo life so i pushed her ass into the the wall then she calmed down again	1
8890	8890	Going comfortable then a hoe today, gotta be relaxed for prom	1
8891	8891	Going for a bitch nigga neck cause nigga am Rollin	1
8892	8892	Going hard bitch swear I'm on my job throw a quake in the air call that shit a lob	1
8893	8893	Going out with bad intension... Keep yo girlfriends inside, and I'm not just saying it ask my nigs I mean it	1
8894	8894	"Going through my computer and found the ""Shake that monkey"" video we made freshman year in Dillard!   was Too Short"	0
8895	8895	Going to California today for some analyzer training. Going into Dick Whitman mode. Wish I had a tan colored suit to wear for the flight.	0
8896	8896	Going to get my ID today fucking finally I'll see you retards soon	1
8897	8897	Going to the creek with my bitches tomorrow	1
8898	8898	Going up to the view point and seeing star child..... What the monkey	0
8899	8899	Gold diggin ass bitch lol	1
8900	8900	Golden Oreos are the best	0
8901	8901	Goldiggers wanna marry me, somebody tell them hoes to see therapy.	1
8902	8902	Goligoski must bleed. He should also leave via ambulance. I guess Sill is the closest thing they have at a McGrath. Hit that bitch.	1
8903	8903	Gone bust it open for a real nicca	0
8904	8904	Gonna drink and talk about bitches that I've almost had.	1
8905	8905	Gonna make a chicken sandwich, put half a bottle of tapatio on that bitch, and figure some shit out	1
8906	8906	Gonna shower for the sole purpose of shampooing my beard.	0
8907	8907	"Gonna straight hip check the next hillbilly who tries to apply the term ""derecho"" to a run-of-the-mill thunderstorm. #WVWX"	1
8908	8908	Gonna surprise earl with a tranny. Best 450 ever fucking spent? Yes	1
8909	8909	Good Morning to lightskin dyke bitches with Steven Segal ponytails.	1
8910	8910	Good Morning to you hoes and pimps.	1
8911	8911	Good day spent with my faggot	1
8912	8912	Good day, honkies.	1
8913	8913	Good day, honkies. ...I said GOOD DAY! ...honkies.	0
8914	8914	Good even-ink, honkies!	1
8915	8915	Good evening Charlie and friends	0
8916	8916	Good lord, I never met a bitch like this before	1
8917	8917	Good luck coming to see us in Vegas. That's where all the bitches are at	1
8918	8918	Good morning Charlie	0
8919	8919	Good morning Monday I have my truck money full tank and I didn't do any homework. Your my bitch Monday	1
8920	8920	Good morning Twitter. Make today a positive one. If you can't do that, beat up as many meanie-faces as possible. Also, I hate flappy bird.	0
8921	8921	Good morning coons.	1
8922	8922	Good morning, you hoe ass niggas. *Pimp C voice*	1
8923	8923	Good pick birds	0
8924	8924	Good pussy change ya life!	1
8925	8925	Niggas ate most of my chips ahoy cookies and the cookies havent been in the house 20 hours yet	1
8926	8926	Good thing about you hoes, u aint hoes forever. ur expiration date will come to	1
8927	8927	Good thing my brother loves me more than all you bitches thoo. He woke his ass up after working all night to drive me to school. Thats love.	1
8928	8928	Good weed, bad bitch. Got these hoes on my dick like Brad Pitt.	1
8929	8929	"""So FPD just arrested  for being in the street. #Ferguson https:"	0
8930	8930	Goodbye x Young Dolph featuring Trinidad James  Shy Glizzy	0
8931	8931	Goodmorning uu bitch ass niggas !!!	1
8932	8932	Goodnight bitches (with a lisp)	1
8933	8933	Goodnight pretty bitches n real niggas fuck da rest	1
8934	8934	Goofy ass. lmfaoo make a niggah laugh	1
8935	8935	Calico Maine coon cat	0
8936	8936	Got 1 baby mama no bitch no wife ....	1
8937	8937	Got 2 bad bitches with me, Molly and aquafina	1
8938	8938	Got a badass bitch just bouncin on my dick	1
8939	8939	Got a bitch so bad you can't afford to fuck.	1
8940	8940	Got a couple thou den I get a couple shooters Fa dat couple thou mane my niccas will shoot ya	1
8941	8941	Got a iPhone for business but the sidekick is for the bitches	1
8942	8942	Got a lil bitch from the 916	1
8943	8943	Got a new bitch and she got ass, lookin at my ex like yeah i know you mad	1
8944	8944	Got a red ass bitch wid a red ass pussayyy	1
8945	8945	Got all the black bitches mad cuz my main bitch vanilla	1
8946	8946	Got another nigga's bitch in my bed right now	1
8947	8947	Got damn man hung tf over like a bitch	1
8948	8948	Got damn the Lakers trash....	0
8949	8949	Got good pussy. But ion eat her tho.	1
8950	8950	Got hit on by a 70 yr old cripple... thinking, even if I were to accept your sexual advances there wouldn't be much you could do about it.	1
8951	8951	Got ketchup on my swim trunks... Sum bitch	1
8952	8952	Got my mind made nicca ... Fuk u pay me!	1
8953	8953	Got my own place , pay my own bills  rent  2 jobs. Tf am I worried about a next bitch for?	1
8954	8954	Got my shit changed doe , find the PW now bitches ! Haha	1
8955	8955	Got my vans on.. My pockets chunky	0
8956	8956	Got myself a new job bitches!	1
8957	8957	Got one bitch in economy and one bitch back in coach.	1
8958	8958	Got the Vector Job, bitch.	1
8959	8959	Got these hoes lurkin got these niggahs talkin	1
8960	8960	Got this bad Spanish bitch  .	1
8961	8961	Got to 18 on flappy bird...	0
8962	8962	Got to 8 on flappy birds can you say happiest girl on earth	0
8963	8963	Got uh bitch dat set it off like Jada Pickett	1
8964	8964	Got up to get food, dropped a fruitsnack and my dog went ape shit and woke the whole house up.	1
8965	8965	Got ya crackas, spics, chinks, and carpet riders but no niggas MLK ain't fight for nothing #GimmeABlackEmoji	1
8966	8966	Got you're bitch panties niagra falling	1
8967	8967	Got your bitch with me right now.	1
8968	8968	Gotchya bitch	1
8969	8969	Gotta bad red bone that look something like Ashanti	0
8970	8970	Gotta bitch with some church's chicken thighs	1
8971	8971	Gotta go get a haircut ASAP tomorrow ain't no bitches looking at me right now. And today they all was out. The frustration.	1
8972	8972	Gotta keep the sox down while they're down! #RedSox #Yankees #mlb	0
8973	8973	Gotta love rednecks. Loud, stupid, stubborn, and full o schitt.	1
8974	8974	Gotta love the undignified sprint across the yellow light to transfer buses because the first one was dawdling	0
8975	8975	Gotta missed call from yoooo bitch	1
8976	8976	"ain't heard u say...""you lil stupid ass bitch"" in a minute fam u slackin lol"	1
8977	8977	Gotta question the nicca standing next to you cut em off	1
8978	8978	Gotta smile dat drive bad bitches crazy	1
8979	8979	Gotta watch these hoes	1
8980	8980	Graham crackers and hazelnut coffee are my fave	0
8981	8981	"""(Macon) is a rinky dink mosquito-filled cop-infested swamp."" LMAO"	0
8982	8982	Grant bitches more than a 14 year old white bitch	1
8983	8983	Grats to Haye, still a bitch though	1
8984	8984	Great lead battle and then Ricky hits Danica for a yellow. Oh boy. #NASCAR	0
8985	8985	Greinke you sneaky son of a bitch you	1
8986	8986	: just because a nigga has hoes doesn't mean he doesn't love you	1
8987	8987	Grow up bitch	1
8988	8988	Grr... Woke up ickblah. Congestion ew chunky bloaty gross. Missed the gym. 1 1/2hr wait for the Dr.  Boo Friday. #whineytweet	0
8989	8989	Grusty hoe	1
8990	8990	Gtta fly bitch and she stand out!	1
8991	8991	Gucci cut throat use to stay next door his kenfolk limousine bitch pouring up ya rent money	1
8992	8992	Gucci feel like jeezy pussy outchea you tried to kill me and wasn't successful. Nigga lucky Gucci ain't tried to down him	1
8993	8993	Gucci fucked a lot more famous bitches but he the type to not have to speak on it.Wonder who opened their mouth?	1
8994	8994	Gucci mane on a bitch	1
8995	8995	Gudnight keep that pussy tight	1
8996	8996	Guess I'll have to add Robin Williams right next to Charlie Chaplin.Now Adam Sandler remains my only favorite comedian left.	0
8997	8997	Guess who just got an apartment in downtown Columbus? That's right bitch you guessed it, this guy.	1
8998	8998	Gum drop looking bitch commenting on peoples looks	1
8999	8999	I wanna eat some pussyFollower replies: facts! Girl tweets: I wanna suck some dickFollower replies: hoe!!!NOT FAIR	1
9000	9000	Guys now and days act like they don't care because pussy is easy but that's not the only thing that matters	1
9001	9001	Guys say bros before hoes. I say food before dudes.	1
9002	9002	Guys so quick to talk shit to a bitch they would kiss ass to .	1
9003	9003	Guys that struggle to get pussy are the main niggas that bad talk women. He could get more pussy if he can learn how to stfu and chill	1
9004	9004	H8 fake bitches	1
9005	9005	"""If ANY of you bitches even THINK about attacking me in the elevator...."""	1
9006	9006	HAHAHAHA I'm so happy that bitch just spilt all her coffee everywhere	1
9007	9007	"1st i stop swimmin den i fuq ur bitch"""	1
9008	9008	HBA trash	0
9009	9009	Laughing Jihadis Get Baby To Kick Severed Head  ***warning, graphic***  #lnyhbt #tgdn	0
9010	9010	Laughing Jihadis Get Baby To Kick Severed Head  ***warning, graphic***  #tcot #pjnet	1
9011	9011	Laughing Jihadis Get Baby To Kick Severed Head  ***warning, graphic***  #tcot #pjnet	0
9012	9012	Deep Fried Sweet Tea on a graham cracker crust at State Fair of Texas (via )	0
9013	9013	HYSTERICAL!! Calling BHO a monkey! #NorthKorea &lt may be a bunch of assholes, but that comment made me belly laugh!!!	1
9014	9014	Ha bill bellicheck wouldnt give an interview what a pussy!!!! Hey bill karmas a bitch!!!!!!!!	1
9015	9015	Ha bitch	1
9016	9016	Ha dat bitch in jail	1
9017	9017	Ha.. Who can get the pussy quicker these days	1
9018	9018	Ha.. yous a lonely hoe	1
9019	9019	Had to block that bitch. Soooo annoying	1
9020	9020	Had to change my shit up on u hoes	1
9021	9021	Had to do another phone sweep! aka delete these hoes from my contacts	1
9022	9022	Had to get that hoe shit off my TL	1
9023	9023	Had to touch a yung nicca up real quicc last nite	1
9024	9024	Had yo main bitch gettin high..	1
9025	9025	Hah a big LOL to all the tacky faggots	1
9026	9026	Haha I'll shoot you and that bitch I guess my gun is bi	1
9027	9027	Haha Tanaka went Yankee. So sorry Bums!	1
9028	9028	Haha a private industry birthday is needed to all who have celebrated our bday the past month I can't wait for ours! I see you nig**s lol	1
9029	9029	Haha bitch ass gucci	1
9030	9030	Haha i call my girl a bitch, only cuz she calls me one	1
9031	9031	Haha macklemoore was just on my ferry boat bitches. That black caddy !	1
9032	9032	Haha niggah  gave up , can't keep up with me  loser !	1
9033	9033	Haha, Yankees fans are bent out of shape about the Hu27le graphic	0
9034	9034	Hahah its funny how all the little dumb hoes want to follow you nigga just to be all up in your ass like bitch the fuck you kreepen fo?	1
9035	9035	Hahaha I see you niggah	1
9036	9036	He used to abuse this pussy ...... Lmfao	1
9037	9037	Hahaha high school what a joke more like fake bitches an dumb niggas gather here	1
9038	9038	"Hahahaaha my teacher just realed these thots. She said ""You need to stop acting ghetto cause its not cute"""	1
9039	9039	Hahahaha fucking pussies	1
9040	9040	Hahahaha manziel is a faggot and the browns will ruin him. Win win for me	1
9041	9041	Hahahahaa fuckin crow looking bitch	1
9042	9042	Your boyfriend trash ma, stop tryna convince yourself otherwise in these tweets	1
9043	9043	Hair pulling during sex is just a way of letting her know that her pussy is good	1
9044	9044	Haley was called a raghead  accused of adultery and she skyrocketed in the polls. yall think Sheheen didnt notice that?	1
9045	9045	Half of yall hoes anyways. So the ones with thigh gaps get a friend without em. Have a nigga fuck yall both and ask him who got better pussy	1
9046	9046	Half these bitches be playin because but im far from a lamee	1
9047	9047	"Half these females with these twitter names like ""eat my pussy"" ain't even about that life bro.."	1
9048	9048	Halloween is a hoe holiday	1
9049	9049	Halloween's over, and bitches still playing roles.	1
9050	9050	Hand me a brew and I'll chug it	0
9051	9051	Handicap sticker bitch I park where I want.	1
9052	9052	Hanging out with guys does not make you a hoe	1
9053	9053	Hanging with daney and ari today !!!  my bitches !	1
9054	9054	Hanging with my bitches I couldn't be more happy #thegoodlife	1
9055	9055	Happy Bday ya bitch you!!	1
